PRODUCTO,COLOR,GENERO,PRODUCTO_BASE64,PRODUCTOS_BASE64
57096030,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMzAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDMwIn0gXSA=
57096029,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjkifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDI5In0gXSA=
57096028,85,M,IHsgImMiOiAiODUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjgifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDk2MDI4In0gXSA=
57096027,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjcifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk2MDI3In0gXSA=
57096027,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjcifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk2MDI3In0gXSA=
57096026,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDI2In0gXSA=
57096025,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDI1In0gXSA=
57096024,32,U,IHsgImMiOiAiMzIiLCAiZyI6ICJVIiwgImkiOiAiNTcwOTYwMjQifSA=,IFsgeyAiYyI6ICIzMiIsICJpIjogIjU3MDk2MDI0In0gXSA=
57096023,07,M,IHsgImMiOiAiMDciLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjMifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDk2MDIzIn0gXSA=
57096021,68,M,IHsgImMiOiAiNjgiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjEifSA=,IFsgeyAiYyI6ICI2OCIsICJpIjogIjU3MDk2MDIxIn0gXSA=
57096020,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMjAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDIwIn0gXSA=
57096019,05,Q,IHsgImMiOiAiMDUiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTYwMTkifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk2MDE5In0gXSA=
57096018,99,O,IHsgImMiOiAiOTkiLCAiZyI6ICJPIiwgImkiOiAiNTcwOTYwMTgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDE4In0gXSA=
57096017,92,A,IHsgImMiOiAiOTIiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTYwMTcifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk2MDE3In0gXSA=
57096014,92,M,IHsgImMiOiAiOTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMTQifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk2MDE0In0gXSA=
57096013,92,D,IHsgImMiOiAiOTIiLCAiZyI6ICJEIiwgImkiOiAiNTcwOTYwMTMifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk2MDEzIn0gXSA=
57096012,02,E,IHsgImMiOiAiMDIiLCAiZyI6ICJFIiwgImkiOiAiNTcwOTYwMTIifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk2MDEyIn0gXSA=
57096011,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMTEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDExIn0gXSA=
57096010,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTYwMTAifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk2MDEwIn0gXSA=
57096009,OR,M,IHsgImMiOiAiT1IiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMDkifSA=,IFsgeyAiYyI6ICJPUiIsICJpIjogIjU3MDk2MDA5In0gXSA=
57096008,05,Q,IHsgImMiOiAiMDUiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTYwMDgifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk2MDA4In0gXSA=
57096007,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDA3In0gXSA=
57096006,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTYwMDYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk2MDA2In0gXSA=
57096004,TN,M,IHsgImMiOiAiVE4iLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMDQifSA=,IFsgeyAiYyI6ICJUTiIsICJpIjogIjU3MDk2MDA0In0gXSA=
57096003,OR,M,IHsgImMiOiAiT1IiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTYwMDMifSA=,IFsgeyAiYyI6ICJPUiIsICJpIjogIjU3MDk2MDAzIn0gXSA=
57096002,95,A,IHsgImMiOiAiOTUiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTYwMDIifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDk2MDAyIn0gXSA=
57096001,99,P,IHsgImMiOiAiOTkiLCAiZyI6ICJQIiwgImkiOiAiNTcwOTYwMDEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk2MDAxIn0gXSA=
57096000,07,D,IHsgImMiOiAiMDciLCAiZyI6ICJEIiwgImkiOiAiNTcwOTYwMDAifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDk2MDAwIn0gXSA=
57095999,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5OTkifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1OTk5In0gXSA=
57095997,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwOTU5OTcifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTk3In0gXSA=
57095997,92,O,IHsgImMiOiAiOTIiLCAiZyI6ICJPIiwgImkiOiAiNTcwOTU5OTcifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTk3In0gXSA=
57095996,92,D,IHsgImMiOiAiOTIiLCAiZyI6ICJEIiwgImkiOiAiNTcwOTU5OTYifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTk2In0gXSA=
57095994,56,A,IHsgImMiOiAiNTYiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5OTQifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTk0In0gXSA=
57095993,08,U,IHsgImMiOiAiMDgiLCAiZyI6ICJVIiwgImkiOiAiNTcwOTU5OTMifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDk1OTkzIn0gXSA=
57095992,65,M,IHsgImMiOiAiNjUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5OTIifSA=,IFsgeyAiYyI6ICI2NSIsICJpIjogIjU3MDk1OTkyIn0gXSA=
57095991,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5OTEifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDk1OTkxIn0gXSA=
57095989,17,M,IHsgImMiOiAiMTciLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5ODkifSA=,IFsgeyAiYyI6ICIxNyIsICJpIjogIjU3MDk1OTg5In0gXSA=
57095988,05,A,IHsgImMiOiAiMDUiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5ODgifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1OTg4In0gXSA=
57095987,93,E,IHsgImMiOiAiOTMiLCAiZyI6ICJFIiwgImkiOiAiNTcwOTU5ODcifSA=,IFsgeyAiYyI6ICI5MyIsICJpIjogIjU3MDk1OTg3In0gXSA=
57095985,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5ODUifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk1OTg1In0gXSA=
57095985,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5ODUifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDk1OTg1In0gXSA=
57095984,92,P,IHsgImMiOiAiOTIiLCAiZyI6ICJQIiwgImkiOiAiNTcwOTU5ODQifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTg0In0gXSA=
57095982,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5ODIifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTgyIn0gXSA=
57095981,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5ODEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTgxIn0gXSA=
57095980,51,E,IHsgImMiOiAiNTEiLCAiZyI6ICJFIiwgImkiOiAiNTcwOTU5ODAifSA=,IFsgeyAiYyI6ICI1MSIsICJpIjogIjU3MDk1OTgwIn0gXSA=
57095979,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzkifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDk1OTc5In0gXSA=
57095978,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzgifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDk1OTc4In0gXSA=
57095977,49,M,IHsgImMiOiAiNDkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzcifSA=,IFsgeyAiYyI6ICI0OSIsICJpIjogIjU3MDk1OTc3In0gXSA=
57095977,PL,M,IHsgImMiOiAiUEwiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzcifSA=,IFsgeyAiYyI6ICJQTCIsICJpIjogIjU3MDk1OTc3In0gXSA=
57095976,15,D,IHsgImMiOiAiMTUiLCAiZyI6ICJEIiwgImkiOiAiNTcwOTU5NzYifSA=,IFsgeyAiYyI6ICIxNSIsICJpIjogIjU3MDk1OTc2In0gXSA=
57095975,01,M,IHsgImMiOiAiMDEiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzUifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDk1OTc1In0gXSA=
57095975,52,M,IHsgImMiOiAiNTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzUifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDk1OTc1In0gXSA=
57095974,05,Q,IHsgImMiOiAiMDUiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTU5NzQifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1OTc0In0gXSA=
57095973,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTczIn0gXSA=
57095972,05,A,IHsgImMiOiAiMDUiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5NzIifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1OTcyIn0gXSA=
57095971,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NzEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTcxIn0gXSA=
57095969,02,O,IHsgImMiOiAiMDIiLCAiZyI6ICJPIiwgImkiOiAiNTcwOTU5NjkifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk1OTY5In0gXSA=
57095968,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NjgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTY4In0gXSA=
57095967,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NjcifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDk1OTY3In0gXSA=
57095966,31,H,IHsgImMiOiAiMzEiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjYifSA=,IFsgeyAiYyI6ICIzMSIsICJpIjogIjU3MDk1OTY2In0gXSA=
57095965,80,M,IHsgImMiOiAiODAiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NjUifSA=,IFsgeyAiYyI6ICI4MCIsICJpIjogIjU3MDk1OTY1In0gXSA=
57095964,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NjQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTY0In0gXSA=
57095963,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTYzIn0gXSA=
57095963,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjMifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1OTYzIn0gXSA=
57095962,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NjIifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTYyIn0gXSA=
57095961,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjEifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1OTYxIn0gXSA=
57095961,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTYxIn0gXSA=
57095961,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NjEifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1OTYxIn0gXSA=
57095960,83,A,IHsgImMiOiAiODMiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5NjAifSA=,IFsgeyAiYyI6ICI4MyIsICJpIjogIjU3MDk1OTYwIn0gXSA=
57095959,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NTkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTU5In0gXSA=
57095958,99,A,IHsgImMiOiAiOTkiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5NTgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTU4In0gXSA=
57095957,92,A,IHsgImMiOiAiOTIiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5NTcifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTU3In0gXSA=
57095957,85,A,IHsgImMiOiAiODUiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU5NTcifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDk1OTU3In0gXSA=
57095955,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NTUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTU1In0gXSA=
57095954,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTU5NTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTU0In0gXSA=
57095953,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTU5NTMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTUzIn0gXSA=
57095952,92,M,IHsgImMiOiAiOTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU5NTIifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTUyIn0gXSA=
57095951,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NTEifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1OTUxIn0gXSA=
57095950,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTU5NTAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1OTUwIn0gXSA=
57095949,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDkifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDk1OTQ5In0gXSA=
57095949,76,H,IHsgImMiOiAiNzYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDkifSA=,IFsgeyAiYyI6ICI3NiIsICJpIjogIjU3MDk1OTQ5In0gXSA=
57095949,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTQ5In0gXSA=
57095949,09,H,IHsgImMiOiAiMDkiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDkifSA=,IFsgeyAiYyI6ICIwOSIsICJpIjogIjU3MDk1OTQ5In0gXSA=
57095948,55,H,IHsgImMiOiAiNTUiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDgifSA=,IFsgeyAiYyI6ICI1NSIsICJpIjogIjU3MDk1OTQ4In0gXSA=
57095948,50,H,IHsgImMiOiAiNTAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDgifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDk1OTQ4In0gXSA=
57095948,52,H,IHsgImMiOiAiNTIiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDgifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDk1OTQ4In0gXSA=
57095948,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDgifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDk1OTQ4In0gXSA=
57095947,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDcifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1OTQ3In0gXSA=
57095946,92,H,IHsgImMiOiAiOTIiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDYifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDk1OTQ2In0gXSA=
57095946,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTQ2In0gXSA=
57095945,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU5NDUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1OTQ1In0gXSA=
57095811,52,M,IHsgImMiOiAiNTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MTEifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDk1ODExIn0gXSA=
57095810,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MTAifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1ODEwIn0gXSA=
57095809,95,M,IHsgImMiOiAiOTUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDkifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDk1ODA5In0gXSA=
57095808,01,M,IHsgImMiOiAiMDEiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDgifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDk1ODA4In0gXSA=
57095807,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDcifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1ODA3In0gXSA=
57095807,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1ODA3In0gXSA=
57095806,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwOTU4MDYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1ODA2In0gXSA=
57095804,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1ODA0In0gXSA=
57095803,52,Q,IHsgImMiOiAiNTIiLCAiZyI6ICJRIiwgImkiOiAiNTcwOTU4MDMifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDk1ODAzIn0gXSA=
57095802,50,A,IHsgImMiOiAiNTAiLCAiZyI6ICJBIiwgImkiOiAiNTcwOTU4MDIifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDk1ODAyIn0gXSA=
57095801,35,M,IHsgImMiOiAiMzUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDEifSA=,IFsgeyAiYyI6ICIzNSIsICJpIjogIjU3MDk1ODAxIn0gXSA=
57095800,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU4MDAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1ODAwIn0gXSA=
57095799,70,H,IHsgImMiOiAiNzAiLCAiZyI6ICJIIiwgImkiOiAiNTcwOTU3OTkifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjU3MDk1Nzk5In0gXSA=
57095798,35,M,IHsgImMiOiAiMzUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTgifSA=,IFsgeyAiYyI6ICIzNSIsICJpIjogIjU3MDk1Nzk4In0gXSA=
57095797,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTcifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1Nzk3In0gXSA=
57095796,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1Nzk2In0gXSA=
57095795,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTUifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDk1Nzk1In0gXSA=
57095795,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1Nzk1In0gXSA=
57095794,OR,M,IHsgImMiOiAiT1IiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTQifSA=,IFsgeyAiYyI6ICJPUiIsICJpIjogIjU3MDk1Nzk0In0gXSA=
57095794,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1Nzk0In0gXSA=
57095793,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTMifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1NzkzIn0gXSA=
57095793,81,M,IHsgImMiOiAiODEiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTMifSA=,IFsgeyAiYyI6ICI4MSIsICJpIjogIjU3MDk1NzkzIn0gXSA=
57095793,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1NzkzIn0gXSA=
57095792,52,M,IHsgImMiOiAiNTIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTIifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDk1NzkyIn0gXSA=
57095791,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTEifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDk1NzkxIn0gXSA=
57095791,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTEifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDk1NzkxIn0gXSA=
57095790,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1NzkwIn0gXSA=
57095790,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3OTAifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDk1NzkwIn0gXSA=
57095789,75,M,IHsgImMiOiAiNzUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODkifSA=,IFsgeyAiYyI6ICI3NSIsICJpIjogIjU3MDk1Nzg5In0gXSA=
57095788,79,M,IHsgImMiOiAiNzkiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODgifSA=,IFsgeyAiYyI6ICI3OSIsICJpIjogIjU3MDk1Nzg4In0gXSA=
57095788,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODgifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDk1Nzg4In0gXSA=
57095787,98,M,IHsgImMiOiAiOTgiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODcifSA=,IFsgeyAiYyI6ICI5OCIsICJpIjogIjU3MDk1Nzg3In0gXSA=
57095786,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODYifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDk1Nzg2In0gXSA=
57095786,96,M,IHsgImMiOiAiOTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODYifSA=,IFsgeyAiYyI6ICI5NiIsICJpIjogIjU3MDk1Nzg2In0gXSA=
57095786,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1Nzg2In0gXSA=
57095786,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODYifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDk1Nzg2In0gXSA=
57095785,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwOTU3ODUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDk1Nzg1In0gXSA=
